name,email,phone,preferred_date,preferred_time,service,device_type,device_os,device_browser,ip_city,ip_country,created_at
Mateo Ramirez,mateo.ramirez36@outlook.com,+54494410130,2026-01-28,08:00,Vitamin C IV,Tablet,iOS,Safari,Bogota,CO,2026-01-28 11:00
Lucia Flores,lucia.flores36@outlook.com,+34952920067,2026-02-10,14:00,B-Complex IV,Desktop,macOS,Edge,Ciudad de Mexico,MX,2026-02-10 10:00
Emma Torres,emma.torres52@hotmail.com,+34522835822,2026-02-26,14:00,Enfermedades Crónicas,Mobile,Linux,Edge,Buenos Aires,AR,2026-02-26 08:00
Martina Rodriguez,martina.rodriguez85@hotmail.com,+34293986672,2026-03-14,16:00,General Consultation,Mobile,Android,Safari,Medellin,CO,2026-03-14 14:00
Sofia Flores,sofia.flores84@hotmail.com,+52194297000,2026-04-01,14:00,B-Complex IV,Desktop,iOS,Safari,Madrid,ES,2026-04-01 08:00
Sofia Sanchez,sofia.sanchez32@gmail.com,+57149570642,2026-03-17,14:00,Consulta Virtual,Mobile,Windows,Edge,Miami,US,2026-03-17 09:00
Andres Flores,andres.flores89@hotmail.com,+34811479581,2026-02-27,16:00,Vitamin C IV,Mobile,iOS,Chrome,Barcelona,ES,2026-02-27 09:00
Isabella Lopez,isabella.lopez36@yahoo.com,+52882869895,2026-05-09,14:00,Symptomatic IV,Mobile,Linux,Firefox,Madrid,ES,2026-05-09 10:00
Camila Diaz,camila.diaz89@outlook.com,+52675422885,2026-04-18,09:00,Vitamin C IV,Mobile,Windows,Chrome,Ciudad de Mexico,MX,2026-04-18 15:00
Isabella Flores,isabella.flores54@hotmail.com,+52439689322,2026-04-20,16:00,Symptomatic IV,Mobile,iOS,Chrome,Guadalajara,MX,2026-04-20 08:00
Andres Diaz,andres.diaz47@gmail.com,+57935447323,2026-05-14,10:00,Vitamin C IV,Desktop,Android,Firefox,Valencia,ES,2026-05-14 08:00
Valeria Rodriguez,valeria.rodriguez23@gmail.com,+1882035603,2026-06-29,10:00,General Consultation,Mobile,macOS,Safari,Miami,US,2026-06-29 14:00
Tomas Rodriguez,tomas.rodriguez22@gmail.com,+57907317394,2026-04-26,11:00,B-Complex IV,Desktop,Linux,Edge,Ciudad de Mexico,MX,2026-04-26 11:00
Isabella Moreno,isabella.moreno85@hotmail.com,+52253190896,2026-02-23,11:00,Facial Harmonization,Mobile,Windows,Safari,Madrid,ES,2026-02-23 15:00
Diego Diaz,diego.diaz91@outlook.com,+54296606987,2026-02-11,11:00,Visita Domiciliaria,Tablet,macOS,Firefox,Bogota,CO,2026-02-11 10:00
Hugo Lopez,hugo.lopez82@yahoo.com,+34428201538,2026-04-06,11:00,Medicina Preventiva,Mobile,iOS,Safari,Bogota,CO,2026-04-06 08:00
Joaquin Gonzalez,joaquin.gonzalez2@outlook.com,+54826958713,2026-05-24,14:00,Consulta Virtual,Mobile,Android,Edge,Madrid,ES,2026-05-24 11:00
Mateo Sanchez,mateo.sanchez79@gmail.com,+52992706183,2026-03-15,15:00,Vitamin C IV,Desktop,macOS,Firefox,Ciudad de Mexico,MX,2026-03-15 09:00
Isabella Diaz,isabella.diaz78@gmail.com,+54280960216,2026-02-05,15:00,Consulta Virtual,Tablet,Linux,Chrome,Medellin,CO,2026-02-05 09:00
Valeria Ramirez,valeria.ramirez22@outlook.com,+57221583552,2026-07-03,10:00,Consulta Virtual,Mobile,Android,Safari,Miami,US,2026-07-03 10:00
Tomas Sanchez,tomas.sanchez40@hotmail.com,+1986618025,2026-05-07,08:00,Consulta Virtual,Mobile,Linux,Edge,Bogota,CO,2026-05-07 08:00
Camila Perez,camila.perez1@gmail.com,+57875707160,2026-04-24,09:00,Symptomatic IV,Mobile,iOS,Safari,Ciudad de Mexico,MX,2026-04-24 11:00
Lucia Martinez,lucia.martinez29@yahoo.com,+54524513309,2026-03-19,10:00,IV Rehydration,Mobile,macOS,Chrome,Buenos Aires,AR,2026-03-19 14:00
Sofia Perez,sofia.perez1@outlook.com,+57861518573,2026-05-15,09:00,Vitamin C IV,Desktop,Windows,Safari,Valencia,ES,2026-05-15 09:00
Lucia Martinez,lucia.martinez62@hotmail.com,+57227552271,2026-04-14,11:00,Facial Harmonization,Mobile,macOS,Chrome,Valencia,ES,2026-04-14 10:00
Hugo Sanchez,hugo.sanchez15@hotmail.com,+34951169063,2026-04-13,08:00,Vitamin C IV,Mobile,Windows,Safari,Buenos Aires,AR,2026-04-13 16:00
Andres Sanchez,andres.sanchez56@gmail.com,+54410812427,2026-01-30,10:00,Facial Harmonization,Mobile,macOS,Chrome,Bogota,CO,2026-01-30 14:00
Camila Rodriguez,camila.rodriguez90@yahoo.com,+52815466869,2026-06-15,16:00,Symptomatic IV,Desktop,macOS,Safari,Barcelona,ES,2026-06-15 15:00
Hugo Flores,hugo.flores30@hotmail.com,+34242051544,2026-03-18,11:00,Vitamin C IV,Mobile,Android,Chrome,Barcelona,ES,2026-03-18 11:00
Lucia Sanchez,lucia.sanchez68@outlook.com,+57851789855,2026-07-20,15:00,Visita Domiciliaria,Mobile,Android,Firefox,Madrid,ES,2026-07-20 11:00
Lucia Gonzalez,lucia.gonzalez35@gmail.com,+57401244644,2026-03-24,10:00,Consulta General,Mobile,Android,Firefox,Valencia,ES,2026-03-24 08:00
Joaquin Perez,joaquin.perez37@hotmail.com,+54400818814,2026-06-08,14:00,Vitamin C IV,Mobile,Android,Firefox,Madrid,ES,2026-06-08 11:00
Martina Garcia,martina.garcia43@hotmail.com,+57895956334,2026-04-22,16:00,IV Rehydration,Mobile,Linux,Firefox,Madrid,ES,2026-04-22 09:00
Martina Moreno,martina.moreno6@gmail.com,+1802608498,2026-02-06,16:00,B-Complex IV,Mobile,macOS,Safari,Madrid,ES,2026-02-06 08:00
Emma Lopez,emma.lopez6@hotmail.com,+52305843534,2026-03-07,11:00,Facial Harmonization,Mobile,Windows,Firefox,Ciudad de Mexico,MX,2026-03-07 10:00
Valeria Rodriguez,valeria.rodriguez54@outlook.com,+1641025679,2026-04-01,16:00,Vitamin C IV,Desktop,Linux,Firefox,Madrid,ES,2026-04-01 15:00
Joaquin Sanchez,joaquin.sanchez88@outlook.com,+1651353212,2026-06-19,08:00,B-Complex IV,Desktop,Linux,Edge,Bogota,CO,2026-06-19 14:00
Sofia Garcia,sofia.garcia74@hotmail.com,+52735776226,2026-04-16,15:00,Vitamin C IV,Mobile,Linux,Edge,Barcelona,ES,2026-04-16 14:00
Camila Moreno,camila.moreno71@yahoo.com,+34283726992,2026-03-12,09:00,Vitamin C IV,Mobile,Android,Firefox,Buenos Aires,AR,2026-03-12 08:00
Sofia Gonzalez,sofia.gonzalez83@gmail.com,+52984130042,2026-02-11,09:00,Facial Harmonization,Mobile,iOS,Firefox,Buenos Aires,AR,2026-02-11 15:00
Joaquin Torres,joaquin.torres93@yahoo.com,+52538454827,2026-02-20,14:00,IV Rehydration,Tablet,iOS,Safari,Barcelona,ES,2026-02-20 16:00
Sofia Gonzalez,sofia.gonzalez69@gmail.com,+1214292012,2026-04-24,15:00,Medicina Preventiva,Mobile,macOS,Firefox,Miami,US,2026-04-24 16:00
Diego Perez,diego.perez27@yahoo.com,+1776243304,2026-02-14,16:00,Enfermedades Crónicas,Mobile,macOS,Chrome,Medellin,CO,2026-02-14 11:00
Sofia Ramirez,sofia.ramirez64@gmail.com,+52593266377,2026-05-26,09:00,Enfermedades Crónicas,Desktop,Android,Chrome,Valencia,ES,2026-05-26 14:00
Camila Martinez,camila.martinez51@hotmail.com,+1301700275,2026-03-21,08:00,Vitamin C IV,Mobile,macOS,Chrome,Barcelona,ES,2026-03-21 11:00
Isabella Martinez,isabella.martinez78@gmail.com,+34505740335,2026-02-09,11:00,Vitamin C IV,Tablet,iOS,Safari,Madrid,ES,2026-02-09 09:00
Martina Flores,martina.flores2@gmail.com,+34682365530,2026-05-22,15:00,Enfermedades Crónicas,Desktop,iOS,Chrome,Barcelona,ES,2026-05-22 09:00
Hugo Martinez,hugo.martinez43@yahoo.com,+54265907416,2026-03-24,09:00,Vitamin C IV,Desktop,Windows,Safari,Buenos Aires,AR,2026-03-24 08:00
Isabella Sanchez,isabella.sanchez1@hotmail.com,+52125770743,2026-07-13,09:00,Symptomatic IV,Mobile,Android,Firefox,Barcelona,ES,2026-07-13 15:00
Valeria Diaz,valeria.diaz63@gmail.com,+52218257262,2026-05-12,09:00,Vitamin C IV,Mobile,Windows,Firefox,Buenos Aires,AR,2026-05-12 08:00
Mateo Garcia,mateo.garcia23@hotmail.com,+54669599249,2026-02-17,10:00,General Consultation,Mobile,macOS,Chrome,Valencia,ES,2026-02-17 15:00
Andres Rodriguez,andres.rodriguez64@yahoo.com,+57384972125,2026-01-30,16:00,Consulta Virtual,Mobile,iOS,Safari,Medellin,CO,2026-01-30 16:00
Sofia Sanchez,sofia.sanchez93@outlook.com,+54974723527,2026-06-16,08:00,Vitamin C IV,Desktop,macOS,Firefox,Madrid,ES,2026-06-16 09:00
Emma Sanchez,emma.sanchez41@yahoo.com,+54555086222,2026-07-01,11:00,Consulta General,Mobile,macOS,Firefox,Madrid,ES,2026-07-01 09:00
Isabella Torres,isabella.torres69@outlook.com,+1981976044,2026-02-07,09:00,IV Rehydration,Mobile,Linux,Edge,Ciudad de Mexico,MX,2026-02-07 14:00
Diego Moreno,diego.moreno31@gmail.com,+57103077456,2026-02-27,09:00,Visita Domiciliaria,Desktop,iOS,Firefox,Medellin,CO,2026-02-27 14:00
Lucia Perez,lucia.perez18@yahoo.com,+57594338271,2026-03-25,09:00,Enfermedades Crónicas,Tablet,Linux,Edge,Buenos Aires,AR,2026-03-25 09:00
Sofia Rodriguez,sofia.rodriguez49@hotmail.com,+34847455877,2026-06-01,11:00,IV Rehydration,Desktop,iOS,Safari,Madrid,ES,2026-06-01 11:00
Mateo Lopez,mateo.lopez2@gmail.com,+1992352458,2026-02-22,16:00,Symptomatic IV,Mobile,Android,Edge,Valencia,ES,2026-02-22 15:00
Camila Ramirez,camila.ramirez93@outlook.com,+57576713058,2026-06-19,16:00,General Consultation,Desktop,iOS,Firefox,Bogota,CO,2026-06-19 08:00
Tomas Martinez,tomas.martinez2@hotmail.com,+54994083442,2026-06-15,11:00,Consulta General,Mobile,macOS,Firefox,Guadalajara,MX,2026-06-15 14:00
Sofia Gonzalez,sofia.gonzalez67@gmail.com,+54234360915,2026-03-18,15:00,B-Complex IV,Mobile,Linux,Safari,Barcelona,ES,2026-03-18 09:00
Isabella Flores,isabella.flores89@gmail.com,+54612621813,2026-04-15,10:00,General Consultation,Mobile,macOS,Edge,Bogota,CO,2026-04-15 09:00
Mateo Rodriguez,mateo.rodriguez47@gmail.com,+1936227191,2026-07-11,16:00,IV Rehydration,Desktop,Android,Firefox,Barcelona,ES,2026-07-11 09:00
Camila Lopez,camila.lopez82@hotmail.com,+34358057908,2026-03-07,10:00,Vitamin C IV,Mobile,Linux,Safari,Bogota,CO,2026-03-07 14:00
Camila Garcia,camila.garcia97@yahoo.com,+57527495689,2026-03-23,14:00,B-Complex IV,Mobile,macOS,Firefox,Barcelona,ES,2026-03-23 09:00
Joaquin Torres,joaquin.torres65@gmail.com,+52125431905,2026-01-26,14:00,Medicina Preventiva,Desktop,macOS,Safari,Valencia,ES,2026-01-26 10:00
Joaquin Lopez,joaquin.lopez88@hotmail.com,+52925520324,2026-06-10,15:00,Vitamin C IV,Mobile,Linux,Firefox,Guadalajara,MX,2026-06-10 11:00
Lucia Moreno,lucia.moreno31@outlook.com,+52755398297,2026-06-18,14:00,Vitamin C IV,Desktop,Android,Edge,Miami,US,2026-06-18 08:00
Isabella Rodriguez,isabella.rodriguez13@outlook.com,+54436852895,2026-07-21,09:00,Consulta Virtual,Mobile,Android,Safari,Buenos Aires,AR,2026-07-21 10:00
Sofia Moreno,sofia.moreno34@outlook.com,+54374906146,2026-02-27,16:00,Atención Pediátrica,Mobile,Android,Safari,Madrid,ES,2026-02-27 14:00
Martina Martinez,martina.martinez47@outlook.com,+1770693402,2026-03-20,10:00,IV Rehydration,Mobile,macOS,Edge,Buenos Aires,AR,2026-03-20 10:00
Hugo Torres,hugo.torres20@gmail.com,+34412094443,2026-01-30,11:00,Vitamin C IV,Desktop,macOS,Safari,Barcelona,ES,2026-01-30 09:00
Andres Ramirez,andres.ramirez83@outlook.com,+1978631921,2026-04-16,11:00,Vitamin C IV,Desktop,Android,Safari,Bogota,CO,2026-04-16 11:00
Tomas Ramirez,tomas.ramirez90@hotmail.com,+54222757072,2026-04-03,10:00,Symptomatic IV,Mobile,Linux,Chrome,Valencia,ES,2026-04-03 11:00
Lucia Flores,lucia.flores8@outlook.com,+57947782657,2026-06-17,11:00,Visita Domiciliaria,Desktop,Android,Safari,Barcelona,ES,2026-06-17 09:00
Martina Martinez,martina.martinez19@gmail.com,+34394103594,2026-07-19,11:00,Vitamin C IV,Desktop,macOS,Edge,Barcelona,ES,2026-07-19 14:00
Mateo Sanchez,mateo.sanchez97@yahoo.com,+57276666270,2026-05-31,09:00,IV Rehydration,Mobile,macOS,Edge,Medellin,CO,2026-05-31 11:00
Joaquin Sanchez,joaquin.sanchez89@yahoo.com,+1517833711,2026-03-09,16:00,Vitamin C IV,Desktop,Linux,Chrome,Madrid,ES,2026-03-09 08:00
Martina Moreno,martina.moreno2@yahoo.com,+52592481419,2026-02-04,09:00,Facial Harmonization,Mobile,Windows,Safari,Madrid,ES,2026-02-04 16:00
Lucia Ramirez,lucia.ramirez82@hotmail.com,+54786031253,2026-02-02,14:00,Vitamin C IV,Mobile,Android,Chrome,Ciudad de Mexico,MX,2026-02-02 11:00
Valeria Lopez,valeria.lopez27@yahoo.com,+52829745265,2026-01-27,14:00,Visita Domiciliaria,Mobile,Windows,Firefox,Madrid,ES,2026-01-27 08:00
Hugo Rodriguez,hugo.rodriguez84@outlook.com,+54544586800,2026-05-08,11:00,IV Rehydration,Desktop,Linux,Edge,Ciudad de Mexico,MX,2026-05-08 14:00
Valeria Perez,valeria.perez71@hotmail.com,+1274651773,2026-04-30,14:00,Symptomatic IV,Mobile,Windows,Edge,Madrid,ES,2026-04-30 15:00
Hugo Rodriguez,hugo.rodriguez14@gmail.com,+34797529095,2026-05-13,08:00,General Consultation,Desktop,macOS,Safari,Miami,US,2026-05-13 11:00
Tomas Garcia,tomas.garcia54@yahoo.com,+52339314901,2026-02-15,16:00,Symptomatic IV,Mobile,macOS,Safari,Ciudad de Mexico,MX,2026-02-15 09:00
Emma Ramirez,emma.ramirez83@outlook.com,+54108165949,2026-03-26,10:00,Medicina Preventiva,Tablet,Linux,Firefox,Valencia,ES,2026-03-26 10:00
Emma Sanchez,emma.sanchez1@hotmail.com,+54135084096,2026-02-06,08:00,Vitamin C IV,Mobile,Windows,Firefox,Medellin,CO,2026-02-06 10:00
Diego Torres,diego.torres25@outlook.com,+1791956127,2026-06-11,11:00,Enfermedades Crónicas,Tablet,Linux,Edge,Miami,US,2026-06-11 09:00
Valeria Perez,valeria.perez56@hotmail.com,+52206920983,2026-02-12,15:00,Medicina Preventiva,Mobile,Linux,Safari,Bogota,CO,2026-02-12 15:00
Martina Gonzalez,martina.gonzalez42@hotmail.com,+52200131180,2026-02-27,08:00,Vitamin C IV,Desktop,iOS,Chrome,Medellin,CO,2026-02-27 08:00
Mateo Flores,mateo.flores4@outlook.com,+52587163385,2026-02-16,15:00,General Consultation,Desktop,Windows,Chrome,Buenos Aires,AR,2026-02-16 09:00
Diego Moreno,diego.moreno99@outlook.com,+57807872562,2026-02-07,08:00,B-Complex IV,Mobile,Android,Safari,Ciudad de Mexico,MX,2026-02-07 15:00
Tomas Rodriguez,tomas.rodriguez19@gmail.com,+57381314639,2026-02-26,09:00,Vitamin C IV,Desktop,macOS,Firefox,Madrid,ES,2026-02-26 16:00
Lucia Sanchez,lucia.sanchez63@gmail.com,+34325803577,2026-06-01,15:00,Symptomatic IV,Mobile,Windows,Edge,Ciudad de Mexico,MX,2026-06-01 16:00
Martina Flores,martina.flores16@gmail.com,+57472356185,2026-06-11,11:00,Visita Domiciliaria,Desktop,Linux,Safari,Bogota,CO,2026-06-11 09:00
Diego Flores,diego.flores69@gmail.com,+34656192815,2026-03-13,14:00,Medicina Preventiva,Desktop,Android,Firefox,Buenos Aires,AR,2026-03-13 08:00
Sofia Gonzalez,sofia.gonzalez62@yahoo.com,+52198751865,2026-05-28,10:00,Consulta General,Mobile,Windows,Edge,Bogota,CO,2026-05-28 15:00
Diego Gonzalez,diego.gonzalez26@hotmail.com,+57521793625,2026-03-20,08:00,General Consultation,Mobile,Linux,Firefox,Miami,US,2026-03-20 09:00
Sebastian Sanchez,sebastian.sanchez41@yahoo.com,+1215490714,2026-06-02,14:00,IV Rehydration,Tablet,Android,Firefox,Ciudad de Mexico,MX,2026-06-02 10:00
Lucia Torres,lucia.torres76@yahoo.com,+54415114820,2026-02-13,14:00,Enfermedades Crónicas,Desktop,Linux,Firefox,Ciudad de Mexico,MX,2026-02-13 11:00
Valeria Martinez,valeria.martinez32@yahoo.com,+34331052236,2026-07-17,15:00,IV Rehydration,Mobile,Android,Firefox,Medellin,CO,2026-07-17 08:00
Andres Lopez,andres.lopez73@outlook.com,+57349804684,2026-07-22,14:00,Vitamin C IV,Mobile,Windows,Chrome,Madrid,ES,2026-07-22 14:00
Emma Diaz,emma.diaz74@gmail.com,+54832433572,2026-05-27,16:00,Symptomatic IV,Desktop,Windows,Chrome,Miami,US,2026-05-27 09:00
Valeria Rodriguez,valeria.rodriguez58@gmail.com,+52745781277,2026-07-12,10:00,General Consultation,Mobile,Android,Safari,Miami,US,2026-07-12 10:00
Lucia Ramirez,lucia.ramirez17@yahoo.com,+54139737245,2026-07-20,14:00,Consulta Virtual,Desktop,iOS,Firefox,Buenos Aires,AR,2026-07-20 15:00
Emma Sanchez,emma.sanchez36@yahoo.com,+57909270926,2026-07-20,10:00,Symptomatic IV,Mobile,Linux,Firefox,Madrid,ES,2026-07-20 11:00
Sebastian Ramirez,sebastian.ramirez48@gmail.com,+1210320118,2026-02-18,08:00,B-Complex IV,Mobile,iOS,Chrome,Barcelona,ES,2026-02-18 08:00
Mateo Lopez,mateo.lopez69@yahoo.com,+34838993413,2026-05-03,16:00,Vitamin C IV,Desktop,iOS,Safari,Barcelona,ES,2026-05-03 08:00
Tomas Sanchez,tomas.sanchez90@yahoo.com,+52247922246,2026-05-08,14:00,Symptomatic IV,Mobile,Android,Firefox,Barcelona,ES,2026-05-08 16:00
Valeria Diaz,valeria.diaz86@outlook.com,+34660239511,2026-06-17,14:00,B-Complex IV,Desktop,macOS,Edge,Buenos Aires,AR,2026-06-17 10:00
Emma Gonzalez,emma.gonzalez46@gmail.com,+1997156491,2026-05-03,16:00,B-Complex IV,Mobile,Android,Safari,Madrid,ES,2026-05-03 08:00
Diego Ramirez,diego.ramirez25@outlook.com,+54212243302,2026-03-20,10:00,B-Complex IV,Mobile,Linux,Firefox,Madrid,ES,2026-03-20 16:00
Hugo Torres,hugo.torres17@gmail.com,+52490459543,2026-05-06,11:00,Visita Domiciliaria,Desktop,Linux,Chrome,Bogota,CO,2026-05-06 16:00
Sofia Diaz,sofia.diaz74@yahoo.com,+34258151146,2026-04-13,11:00,Atención Pediátrica,Mobile,iOS,Chrome,Barcelona,ES,2026-04-13 08:00
Andres Gonzalez,andres.gonzalez71@gmail.com,+34480562915,2026-03-27,11:00,B-Complex IV,Mobile,macOS,Edge,Ciudad de Mexico,MX,2026-03-27 14:00
Mateo Garcia,mateo.garcia94@outlook.com,+54308232501,2026-04-30,10:00,B-Complex IV,Mobile,Android,Firefox,Barcelona,ES,2026-04-30 14:00
Martina Garcia,martina.garcia15@hotmail.com,+52223682075,2026-02-19,08:00,Atención Pediátrica,Mobile,Linux,Firefox,Valencia,ES,2026-02-19 09:00
Tomas Moreno,tomas.moreno51@outlook.com,+54208774639,2026-07-08,09:00,Consulta General,Mobile,Windows,Edge,Barcelona,ES,2026-07-08 09:00
Camila Moreno,camila.moreno94@yahoo.com,+34201192189,2026-06-11,09:00,Facial Harmonization,Desktop,Linux,Edge,Valencia,ES,2026-06-11 15:00
Sofia Perez,sofia.perez22@gmail.com,+52456649049,2026-05-07,11:00,Vitamin C IV,Desktop,iOS,Edge,Bogota,CO,2026-05-07 11:00
Mateo Martinez,mateo.martinez77@gmail.com,+57608771260,2026-04-30,14:00,Vitamin C IV,Mobile,Android,Edge,Miami,US,2026-04-30 08:00
Camila Lopez,camila.lopez97@hotmail.com,+52932425391,2026-07-13,08:00,Vitamin C IV,Desktop,Windows,Edge,Ciudad de Mexico,MX,2026-07-13 11:00
Andres Ramirez,andres.ramirez46@gmail.com,+57862525433,2026-04-26,10:00,Atención Pediátrica,Mobile,Linux,Edge,Ciudad de Mexico,MX,2026-04-26 08:00
Valeria Lopez,valeria.lopez46@hotmail.com,+54133183643,2026-05-16,09:00,Facial Harmonization,Desktop,macOS,Firefox,Madrid,ES,2026-05-16 09:00
Martina Rodriguez,martina.rodriguez81@yahoo.com,+1582399282,2026-07-02,14:00,B-Complex IV,Mobile,Windows,Firefox,Miami,US,2026-07-02 11:00
Camila Lopez,camila.lopez75@gmail.com,+1853590274,2026-02-24,10:00,Enfermedades Crónicas,Mobile,iOS,Edge,Miami,US,2026-02-24 16:00
Andres Gonzalez,andres.gonzalez2@gmail.com,+54836078695,2026-03-30,09:00,Symptomatic IV,Mobile,Android,Firefox,Medellin,CO,2026-03-30 14:00
Camila Rodriguez,camila.rodriguez2@yahoo.com,+54143973049,2026-03-04,09:00,B-Complex IV,Desktop,Linux,Safari,Barcelona,ES,2026-03-04 08:00
Lucia Gonzalez,lucia.gonzalez45@hotmail.com,+57943170042,2026-03-18,16:00,Facial Harmonization,Mobile,Linux,Chrome,Medellin,CO,2026-03-18 08:00
Camila Lopez,camila.lopez61@gmail.com,+57367070195,2026-05-14,16:00,Consulta General,Mobile,macOS,Edge,Buenos Aires,AR,2026-05-14 11:00
Tomas Gonzalez,tomas.gonzalez73@hotmail.com,+54828988247,2026-06-29,10:00,Medicina Preventiva,Desktop,Android,Chrome,Buenos Aires,AR,2026-06-29 10:00
Tomas Diaz,tomas.diaz70@outlook.com,+52503690359,2026-06-19,16:00,Atención Pediátrica,Mobile,macOS,Safari,Madrid,ES,2026-06-19 09:00
Martina Moreno,martina.moreno60@yahoo.com,+57559206277,2026-03-12,11:00,Symptomatic IV,Mobile,macOS,Edge,Barcelona,ES,2026-03-12 08:00
Mateo Martinez,mateo.martinez32@yahoo.com,+1649977856,2026-03-03,10:00,Vitamin C IV,Mobile,Linux,Firefox,Bogota,CO,2026-03-03 08:00
Sebastian Torres,sebastian.torres7@outlook.com,+34158725903,2026-04-15,10:00,Enfermedades Crónicas,Mobile,iOS,Firefox,Bogota,CO,2026-04-15 14:00
Joaquin Perez,joaquin.perez16@gmail.com,+1824145444,2026-06-30,14:00,Consulta General,Desktop,iOS,Chrome,Ciudad de Mexico,MX,2026-06-30 14:00
Sofia Lopez,sofia.lopez39@hotmail.com,+57872172887,2026-06-18,08:00,Medicina Preventiva,Mobile,Linux,Chrome,Miami,US,2026-06-18 08:00
Mateo Torres,mateo.torres32@gmail.com,+52211247194,2026-07-07,11:00,Vitamin C IV,Mobile,Linux,Edge,Guadalajara,MX,2026-07-07 11:00
Sebastian Martinez,sebastian.martinez70@hotmail.com,+57982279119,2026-07-10,14:00,Consulta General,Desktop,Linux,Safari,Barcelona,ES,2026-07-10 11:00
Hugo Moreno,hugo.moreno22@hotmail.com,+1896356429,2026-06-17,15:00,Facial Harmonization,Desktop,macOS,Edge,Barcelona,ES,2026-06-17 10:00
Sebastian Perez,sebastian.perez51@yahoo.com,+54849098886,2026-05-11,16:00,Vitamin C IV,Desktop,macOS,Edge,Miami,US,2026-05-11 09:00
Valeria Garcia,valeria.garcia5@yahoo.com,+1577256108,2026-07-17,08:00,Consulta Virtual,Mobile,Windows,Chrome,Madrid,ES,2026-07-17 11:00
Isabella Lopez,isabella.lopez91@yahoo.com,+1519429677,2026-03-27,14:00,Vitamin C IV,Mobile,Android,Firefox,Buenos Aires,AR,2026-03-27 15:00
Emma Martinez,emma.martinez98@yahoo.com,+57522977752,2026-03-02,08:00,Consulta Virtual,Mobile,macOS,Edge,Bogota,CO,2026-03-02 11:00
Isabella Diaz,isabella.diaz17@yahoo.com,+57732275127,2026-02-19,14:00,IV Rehydration,Desktop,Linux,Edge,Guadalajara,MX,2026-02-19 08:00
Diego Rodriguez,diego.rodriguez64@gmail.com,+54447526614,2026-07-13,16:00,B-Complex IV,Mobile,Android,Safari,Bogota,CO,2026-07-13 09:00
Mateo Garcia,mateo.garcia15@yahoo.com,+34905236512,2026-04-17,08:00,Symptomatic IV,Desktop,Windows,Safari,Valencia,ES,2026-04-17 09:00
Tomas Torres,tomas.torres26@hotmail.com,+57627317852,2026-05-01,11:00,Consulta General,Mobile,Android,Chrome,Miami,US,2026-05-01 15:00
Martina Rodriguez,martina.rodriguez5@hotmail.com,+52105622421,2026-06-11,10:00,Medicina Preventiva,Mobile,Linux,Safari,Madrid,ES,2026-06-11 10:00
Isabella Ramirez,isabella.ramirez27@hotmail.com,+1988602683,2026-06-07,11:00,Facial Harmonization,Tablet,Windows,Chrome,Bogota,CO,2026-06-07 16:00
Hugo Rodriguez,hugo.rodriguez17@gmail.com,+1420218787,2026-07-07,08:00,Vitamin C IV,Mobile,Android,Safari,Guadalajara,MX,2026-07-07 14:00
Hugo Gonzalez,hugo.gonzalez91@outlook.com,+57172963783,2026-03-07,16:00,Atención Pediátrica,Desktop,Windows,Safari,Barcelona,ES,2026-03-07 14:00
Tomas Torres,tomas.torres52@yahoo.com,+1160825536,2026-02-27,14:00,Consulta General,Mobile,iOS,Edge,Ciudad de Mexico,MX,2026-02-27 10:00
Emma Garcia,emma.garcia27@hotmail.com,+1976991925,2026-02-04,15:00,IV Rehydration,Mobile,iOS,Chrome,Barcelona,ES,2026-02-04 11:00
Tomas Moreno,tomas.moreno45@gmail.com,+34546934486,2026-07-06,14:00,Consulta General,Desktop,iOS,Edge,Ciudad de Mexico,MX,2026-07-06 09:00
Diego Diaz,diego.diaz56@yahoo.com,+54425792975,2026-05-16,16:00,Enfermedades Crónicas,Mobile,Android,Safari,Ciudad de Mexico,MX,2026-05-16 08:00
Hugo Sanchez,hugo.sanchez71@gmail.com,+54155985344,2026-07-18,11:00,Medicina Preventiva,Desktop,Android,Edge,Ciudad de Mexico,MX,2026-07-18 15:00
Mateo Flores,mateo.flores46@yahoo.com,+52468428348,2026-04-06,11:00,Consulta Virtual,Mobile,Android,Chrome,Madrid,ES,2026-04-06 08:00
Emma Torres,emma.torres2@gmail.com,+52972546113,2026-02-24,08:00,Vitamin C IV,Mobile,Android,Edge,Valencia,ES,2026-02-24 09:00
Martina Lopez,martina.lopez17@yahoo.com,+1527154520,2026-05-13,11:00,Consulta General,Mobile,iOS,Safari,Valencia,ES,2026-05-13 10:00
Sebastian Moreno,sebastian.moreno47@yahoo.com,+1414266418,2026-03-04,16:00,General Consultation,Desktop,Linux,Firefox,Buenos Aires,AR,2026-03-04 10:00
Andres Sanchez,andres.sanchez36@outlook.com,+34318565444,2026-01-27,09:00,Enfermedades Crónicas,Mobile,Linux,Chrome,Madrid,ES,2026-01-27 10:00
Hugo Martinez,hugo.martinez31@gmail.com,+54797833491,2026-03-05,16:00,Symptomatic IV,Mobile,iOS,Safari,Valencia,ES,2026-03-05 11:00
Camila Rodriguez,camila.rodriguez36@gmail.com,+1512248417,2026-07-16,11:00,Vitamin C IV,Mobile,macOS,Edge,Guadalajara,MX,2026-07-16 11:00
Martina Sanchez,martina.sanchez85@gmail.com,+57133614668,2026-07-13,14:00,Medicina Preventiva,Mobile,iOS,Firefox,Valencia,ES,2026-07-13 16:00
